,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos
2365,Portillo,29,Spain,Getafe CF,76,76,€7.5M,€23K,RM,2021,61,72,77,77,55,63,La Liga,Spain,Midfielder,7.5M,23K,"Portillo, RM"
2366,Portu,27,Spain,Real Sociedad,80,81,€17.5M,€38K,CF,2024,81,78,76,81,58,75,La Liga,Spain,Forward,17.5M,38K,"Portu, CF"
2367,Postigo,30,Spain,Levante UD,75,75,€5.5M,€20K,CB,2021,57,43,54,57,76,76,La Liga,Spain,Defender,5.5M,20K,"Postigo, CB"
2368,Puado,21,Spain,RCD Espanyol,73,85,€7M,€18K,ST,2022,80,69,59,75,29,60,La Liga,Spain,Forward,7M,18K,"Puado, ST"
2369,Puertas,27,Spain,Granada CF,73,73,€4.2M,€17K,LM,2020,78,71,65,74,40,67,La Liga,Spain,Midfielder,4.2M,17K,"Puertas, LM"
2370,Q. Boisgard,22,France,Toulouse Football Club,67,77,€1.2M,€8K,CAM,2022,63,58,69,67,44,60,Ligue 1,France,Midfielder,1.2M,8K,"Q. Boisgard, CAM"
2371,Q. Cornette,25,France,Amiens SC,69,72,€1.3M,€9K,RM,2020,83,65,63,73,45,57,Ligue 1,France,Midfielder,1.3M,9K,"Q. Cornette, RM"
2372,Quini,29,Spain,Granada CF,69,69,€875K,€9K,LB,2020,73,60,61,70,64,62,La Liga,Spain,Defender,875K,9K,"Quini, LB"
2373,Quintillá,22,Spain,Villarreal CF,69,77,€1.4M,€11K,LB,2020,69,51,65,66,67,60,La Liga,Spain,Defender,1.4M,11K,"Quintillá, LB"
2374,Quique,29,Spain,SD Eibar,75,75,€6.5M,€24K,ST,2024,74,75,65,73,43,66,La Liga,Spain,Forward,6.5M,24K,"Quique, ST"
2375,R. Aarons,23,England,Newcastle United,70,77,€2.5M,€18K,LM,2021,78,62,66,75,39,46,Premier League,UK,Midfielder,2.5M,18K,"R. Aarons, LM"
2376,R. Aguilar,26,France,AS Monaco,79,82,€13.5M,€40K,RB,2024,84,53,69,76,75,73,Ligue 1,France,Defender,13.5M,40K,"R. Aguilar, RB"
2377,R. Aït Nouri,18,France,Angers SCO,64,82,€850K,€1K,LB,2021,68,42,58,65,62,50,Ligue 1,France,Defender,850K,1K,"R. Aït Nouri, LB"
2378,R. Alioui,27,Morocco,Angers SCO,73,74,€4.7M,€20K,ST,2022,71,73,62,68,33,68,Ligue 1,France,Forward,4.7M,20K,"R. Alioui, ST"
2379,R. Amalfitano,29,France,Dijon FCO,74,74,€5.5M,€14K,CM,2021,60,59,70,72,68,59,Ligue 1,France,Midfielder,5.5M,14K,"R. Amalfitano, CM"
2380,R. Andrich,24,Germany,1. FC Union Berlin,70,74,€2.3M,€17K,CM,2022,66,60,70,67,62,76,Bundesliga,Germany,Midfielder,2.3M,17K,"R. Andrich, CM"
2381,R. Azeez,26,Nigeria,Granada CF,72,76,€3.6M,€14K,CDM,2022,68,57,65,67,68,70,La Liga,Spain,Midfielder,3.6M,14K,"R. Azeez, CDM"
2382,R. Baku,21,Germany,1. FSV Mainz 05,69,82,€2M,€9K,CM,2022,76,59,66,74,62,64,Bundesliga,Germany,Midfielder,2M,9K,"R. Baku, CM"
2383,R. Barkley,25,England,Chelsea,79,82,€16M,€98K,CAM,2023,70,73,77,80,56,73,Premier League,UK,Midfielder,16M,98K,"R. Barkley, CAM"
2384,R. Bauer,24,Germany,SV Werder Bremen,70,74,€2M,€11K,RB,2020,70,51,60,63,70,75,Bundesliga,Germany,Defender,2M,11K,"R. Bauer, RB"
2385,R. Bellanova,19,Italy,FC Girondins de Bordeaux,67,82,€1.5M,€5K,RB,2023,71,31,53,61,65,65,Ligue 1,France,Defender,1.5M,5K,"R. Bellanova, RB"
2386,R. Bennett,29,England,Wolverhampton Wanderers,73,73,€3.4M,€51K,CB,2021,35,25,46,34,74,74,Premier League,UK,Defender,3.4M,51K,"R. Bennett, CB"
2387,R. Bensebaini,24,Algeria,Borussia Monchengladbach,77,81,€10M,€22K,LB,2023,67,50,68,70,77,80,Bundesliga,Germany,Defender,10M,22K,"R. Bensebaini, LB"
2388,R. Bentancur,22,Uruguay,Juventus,79,89,€20M,€86K,CM,2024,70,58,78,81,70,74,Serie A,Italy,Midfielder,20M,86K,"R. Bentancur, CM"
2389,R. Benzar,27,Romania,Lecce,70,71,€1.8M,€9K,RB,2022,75,52,66,62,68,69,Serie A,Italy,Defender,1.8M,9K,"R. Benzar, RB"
2390,R. Beric,28,Slovenia,AS Saint-etienne,75,75,€7M,€32K,ST,2022,57,76,65,67,38,72,Ligue 1,France,Forward,7M,32K,"R. Beric, ST"
2391,R. Bertrand,29,England,Southampton,78,78,€8.5M,€53K,LB,2021,76,53,70,76,76,70,Premier League,UK,Defender,8.5M,53K,"R. Bertrand, LB"
2392,R. Bormuth,23,Germany,Fortuna Dusseldorf,70,76,€2.2M,€12K,CB,2020,72,25,39,48,69,74,Bundesliga,Germany,Defender,2.2M,12K,"R. Bormuth, CB"
2393,R. Boudebouz,29,Algeria,AS Saint-etienne,78,78,€10M,€36K,CAM,2022,71,77,79,79,40,59,Ligue 1,France,Midfielder,10M,36K,"R. Boudebouz, CAM"
2394,R. Brady,27,Republic of Ireland,Burnley,76,76,€8M,€34K,LM,2020,72,72,76,76,66,63,Premier League,UK,Midfielder,8M,34K,"R. Brady, LM"
2395,R. Brewster,19,England,Liverpool,64,84,€975K,€10K,ST,2023,77,63,53,65,19,55,Premier League,UK,Forward,975K,10K,"R. Brewster, ST"
2396,R. Burki,28,Switzerland,Borussia Dortmund,85,86,€32M,€92K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,32M,92K,"R. Burki, GK"
2397,R. Burton,19,Wales,Arsenal,57,75,€220K,€6K,CAM,2021,59,46,57,57,40,44,Premier League,UK,Midfielder,220K,6K,"R. Burton, CAM"
2398,R. Cohade,34,France,FC Metz,75,75,€3.2M,€18K,CM,2020,50,59,76,72,69,71,Ligue 1,France,Midfielder,3.2M,18K,"R. Cohade, CM"
2399,R. Coly,23,Senegal,OGC Nice,71,78,€3M,€15K,LB,2022,80,44,60,66,68,75,Ligue 1,France,Defender,3M,15K,"R. Coly, LB"
2400,R. Cooney,19,England,Burnley,57,65,€130K,€3K,RB,2020,59,50,56,56,55,55,Premier League,UK,Defender,130K,3K,"R. Cooney, RB"
2401,R. Criscuolo,22,Italy,Sampdoria,55,61,€110K,€4K,CM,2020,58,45,56,58,32,54,Serie A,Italy,Midfielder,110K,4K,"R. Criscuolo, CM"
2402,R. Czichos,29,Germany,1. FC Koln,74,74,€4.7M,€22K,CB,2022,59,48,59,62,74,74,Bundesliga,Germany,Defender,4.7M,22K,"R. Czichos, CB"
2403,R. De Paul,25,Argentina,Udinese,78,83,€14M,€21K,CF,2023,75,73,78,82,35,63,Serie A,Italy,Forward,14M,21K,"R. De Paul, CF"
2404,R. Del Castillo,23,France,Stade Rennais FC,70,77,€2.5M,€18K,LM,2022,74,66,67,76,36,62,Ligue 1,France,Midfielder,2.5M,18K,"R. Del Castillo, LM"
2405,R. Droehnle,20,France,LOSC Lille,63,74,€575K,€5K,CB,2021,53,29,46,44,65,59,Ligue 1,France,Defender,575K,5K,"R. Droehnle, CB"
2406,R. Durmisi,25,Denmark,Lazio,74,79,€6.5M,€32K,LB,2023,79,62,72,74,70,70,Serie A,Italy,Defender,6.5M,32K,"R. Durmisi, LB"
2407,R. Elliot,33,Republic of Ireland,Newcastle United,70,70,€950K,€15K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,950K,15K,"R. Elliot, GK"
2408,R. Fährmann,30,Germany,Norwich City,80,80,€10M,€43K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,10M,43K,"R. Fährmann, GK"
2409,R. Faivre,20,France,AS Monaco,65,78,€1M,€6K,CM,2021,63,53,65,65,58,59,Ligue 1,France,Midfielder,1M,6K,"R. Faivre, CM"
2410,R. Fiamozzi,26,Italy,Lecce,69,71,€1.1M,€8K,RB,2021,83,49,62,65,63,78,Serie A,Italy,Defender,1.1M,8K,"R. Fiamozzi, RB"
2411,R. Framberger,23,Germany,FC Augsburg,67,75,€1M,€6K,RB,2024,67,41,56,58,66,61,Bundesliga,Germany,Defender,1M,6K,"R. Framberger, RB"
2412,R. Fraser,25,Scotland,Bournemouth,81,83,€21.5M,€76K,LM,2020,90,73,78,83,46,61,Premier League,UK,Midfielder,21.5M,76K,"R. Fraser, LM"
2413,R. Fredericks,26,England,West Ham United,74,76,€6M,€53K,RB,2022,92,51,66,73,69,69,Premier League,UK,Defender,6M,53K,"R. Fredericks, RB"
2414,R. Freuler,27,Switzerland,Atalanta,78,79,€11.5M,€52K,CM,2022,66,69,75,75,70,69,Serie A,Italy,Midfielder,11.5M,52K,"R. Freuler, CM"
2415,R. Funes Mori,28,Argentina,Villarreal CF,77,78,€8.5M,€30K,CB,2022,62,50,64,65,76,76,La Liga,Spain,Defender,8.5M,30K,"R. Funes Mori, CB"
2416,R. Gagliardini,25,Italy,Inter,78,81,€12M,€51K,CDM,2023,61,63,71,74,77,73,Serie A,Italy,Midfielder,12M,51K,"R. Gagliardini, CDM"
2417,R. Gagliolo,29,Italy,Parma,70,70,€1.5M,€21K,LB,2021,74,50,50,61,69,72,Serie A,Italy,Defender,1.5M,21K,"R. Gagliolo, LB"
2418,R. Ghezzal,27,Algeria,Leicester City,74,74,€6M,€63K,RW,2022,72,68,74,78,28,58,Premier League,UK,Forward,6M,63K,"R. Ghezzal, RW"
2419,R. Gikiewicz,31,Poland,1. FC Union Berlin,75,75,€4.3M,€26K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,4.3M,26K,"R. Gikiewicz, GK"
2420,R. Gosens,24,Germany,Atalanta,76,79,€10M,€40K,LM,2020,79,65,72,75,72,77,Serie A,Italy,Midfielder,10M,40K,"R. Gosens, LM"
2421,R. Griffiths,19,England,Olympique Lyonnais,62,82,€650K,€7K,ST,2022,69,62,45,54,25,62,Ligue 1,France,Forward,650K,7K,"R. Griffiths, ST"
2422,R. Guerra,22,Uruguay,Villarreal CF,66,75,€925K,€7K,CDM,2020,55,55,57,64,63,63,La Liga,Spain,Midfielder,925K,7K,"R. Guerra, CDM"
2423,R. Guerreiro,25,Portugal,Borussia Dortmund,81,83,€21.5M,€79K,LM,2020,73,75,82,85,66,57,Bundesliga,Germany,Midfielder,21.5M,79K,"R. Guerreiro, LM"
2424,R. Guitane,20,France,Stade Rennais FC,66,83,€1.4M,€8K,CAM,2022,77,54,62,72,30,45,Ligue 1,France,Midfielder,1.4M,8K,"R. Guitane, CAM"
2425,R. Gurtner,32,France,Amiens SC,77,77,€5.5M,€15K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,5.5M,15K,"R. Gurtner, GK"
2426,R. Hamouma,32,France,AS Saint-etienne,76,76,€6M,€30K,RM,2021,67,73,76,78,42,63,Ligue 1,France,Midfielder,6M,30K,"R. Hamouma, RM"
2427,R. Harker,19,England,Burnley,57,73,€220K,€3K,ST,2020,67,55,40,57,27,53,Premier League,UK,Forward,220K,3K,"R. Harker, ST"
2428,R. Hennings,31,Germany,Fortuna Dusseldorf,74,74,€5M,€28K,ST,2020,65,76,62,67,40,77,Bundesliga,Germany,Forward,5M,28K,"R. Hennings, ST"
2429,R. Hoffmann,20,Germany,FC Bayern Munchen,63,78,€675K,€7K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,675K,7K,"R. Hoffmann, GK"
2430,R. Holding,23,England,Arsenal,76,83,€10M,€52K,CB,2022,60,34,59,64,77,73,Premier League,UK,Defender,10M,52K,"R. Holding, CB"
2431,R. Holmes,32,England,Sheffield United,67,67,€600K,€11K,LM,2020,74,62,63,70,28,63,Premier League,UK,Midfielder,600K,11K,"R. Holmes, LM"
2432,R. Inglese,27,Italy,Parma,76,76,€8M,€43K,ST,2020,58,75,49,69,27,70,Serie A,Italy,Forward,8M,43K,"R. Inglese, ST"
2433,R. Inniss,24,England,Crystal Palace,65,71,€675K,€10K,CB,2020,32,33,42,38,63,77,Premier League,UK,Defender,675K,10K,"R. Inniss, CB"
2434,R. James,19,England,Chelsea,73,86,€7M,€31K,RB,2022,79,57,69,72,70,75,Premier League,UK,Defender,7M,31K,"R. James, RB"
2435,R. Jarstein,34,Norway,Hertha BSC,83,83,€11.5M,€33K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,11.5M,33K,"R. Jarstein, GK"
2436,R. Jimenez,28,Mexico,Wolverhampton Wanderers,80,80,€15.5M,€99K,ST,2023,78,78,71,75,47,79,Premier League,UK,Forward,15.5M,99K,"R. Jimenez, ST"
2437,R. Kapic,23,Bosnia Herzegovina,SC Paderborn 07,65,72,€750K,€5K,CM,2022,67,49,62,63,57,62,Bundesliga,Germany,Midfielder,750K,5K,"R. Kapic, CM"
2438,R. Kent,22,England,Liverpool,73,84,€7M,€55K,LW,2022,88,60,66,78,23,54,Premier League,UK,Forward,7M,55K,"R. Kent, LW"
2439,R. Khedira,25,Germany,FC Augsburg,76,79,€8.5M,€21K,CB,2021,56,43,61,61,76,77,Bundesliga,Germany,Defender,8.5M,21K,"R. Khedira, CB"
2440,R. Kishna,24,Netherlands,Lazio,71,74,€3M,€25K,LW,2023,73,65,66,77,33,46,Serie A,Italy,Forward,3M,25K,"R. Kishna, LW"
2441,R. Klavan,33,Estonia,Cagliari,76,76,€3.6M,€28K,CB,2020,41,48,63,61,77,67,Serie A,Italy,Defender,3.6M,28K,"R. Klavan, CB"
2442,R. Knoche,27,Germany,VfL Wolfsburg,77,79,€9.5M,€39K,CB,2020,48,41,52,50,79,71,Bundesliga,Germany,Defender,9.5M,39K,"R. Knoche, CB"
2443,R. Koch,22,Germany,SC Freiburg,73,78,€4.9M,€15K,CDM,2021,60,38,61,60,72,73,Bundesliga,Germany,Midfielder,4.9M,15K,"R. Koch, CDM"
2444,R. Kolo-Muani,20,France,FC Nantes,64,74,€750K,€5K,ST,2022,66,63,49,65,26,52,Ligue 1,France,Forward,750K,5K,"R. Kolo-Muani, ST"
2445,R. Krhin,29,Slovenia,FC Nantes,72,72,€2.7M,€17K,CDM,2020,35,52,65,60,72,71,Ligue 1,France,Midfielder,2.7M,17K,"R. Krhin, CDM"
2446,R. Krunic,25,Bosnia Herzegovina,Milan,74,79,€7.5M,€29K,CM,2024,68,73,73,76,65,70,Serie A,Italy,Midfielder,7.5M,29K,"R. Krunic, CM"
2447,R. Kurzawa,26,Poland,Amiens SC,70,71,€2.1M,€11K,LM,2021,57,65,72,71,61,57,Ligue 1,France,Midfielder,2.1M,11K,"R. Kurzawa, LM"
2448,R. Le Normand,22,France,Real Sociedad,69,80,€1.7M,€10K,CB,2022,49,25,45,39,69,67,La Liga,Spain,Defender,1.7M,10K,"R. Le Normand, CB"
2449,R. Lewandowski,30,Poland,FC Bayern Munchen,89,89,€64.5M,€235K,ST,2021,77,87,74,85,41,82,Bundesliga,Germany,Forward,64.5M,235K,"R. Lewandowski, ST"
2450,R. Loftus-Cheek,23,England,Chelsea,79,85,€17M,€89K,CM,2024,70,67,76,81,62,79,Premier League,UK,Midfielder,17M,89K,"R. Loftus-Cheek, CM"
2451,R. Lukaku,26,Belgium,Inter,85,86,€46M,€115K,ST,2024,75,82,73,72,35,84,Serie A,Italy,Forward,46M,115K,"R. Lukaku, ST"
2452,R. Mahrez,28,Algeria,Manchester City,84,84,€31.5M,€195K,RW,2023,84,78,79,89,38,59,Premier League,UK,Forward,31.5M,195K,"R. Mahrez, RW"
2453,R. Malinovskyi,26,Ukraine,Atalanta,79,81,€15M,€58K,CM,2022,71,77,81,77,64,80,Serie A,Italy,Midfielder,15M,58K,"R. Malinovskyi, CM"
2454,R. Mandragora,22,Italy,Udinese,76,86,€12M,€15K,CM,2023,58,63,73,75,74,73,Serie A,Italy,Midfielder,12M,15K,"R. Mandragora, CM"
2455,R. Matondo,18,Wales,FC Schalke 04,66,85,€1.3M,€3K,RM,2023,88,56,61,68,31,49,Bundesliga,Germany,Midfielder,1.3M,3K,"R. Matondo, RM"
2456,R. Matos,26,Brazil,Udinese,72,73,€3.7M,€14K,RW,2020,76,67,63,78,35,68,Serie A,Italy,Forward,3.7M,14K,"R. Matos, RW"
2457,R. Morrison,26,England,Sheffield United,76,79,€9.5M,€34K,CAM,2020,78,69,75,79,50,57,Premier League,UK,Midfielder,9.5M,34K,"R. Morrison, CAM"
2458,R. Mroivili,20,France,FC Metz,57,67,€160K,€2K,CDM,2020,59,43,54,59,55,54,Ligue 1,France,Midfielder,160K,2K,"R. Mroivili, CDM"
2459,R. Nainggolan,31,Belgium,Cagliari,83,83,€22.5M,€51K,CAM,2020,72,79,78,83,83,82,Serie A,Italy,Midfielder,22.5M,51K,"R. Nainggolan, CAM"
2460,R. Nelson,19,England,Arsenal,72,85,€6M,€31K,RW,2022,88,65,60,79,34,47,Premier League,UK,Forward,6M,31K,"R. Nelson, RW"
2461,R. Nizet,17,Belgium,Norwich City,57,77,€190K,€1K,LB,2022,69,37,43,55,57,53,Premier League,UK,Defender,190K,1K,"R. Nizet, LB"
2462,R. Olsen,29,Sweden,Roma,78,78,€7.5M,€33K,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,7.5M,33K,"R. Olsen, GK"
2463,R. Orsolini,22,Italy,Bologna,76,86,€12.5M,€27K,CAM,2022,78,69,73,80,39,60,Serie A,Italy,Midfielder,12.5M,27K,"R. Orsolini, CAM"
2464,R. Oudin,22,France,Stade de Reims,75,82,€9.5M,€23K,RM,2021,76,73,72,74,32,68,Ligue 1,France,Midfielder,9.5M,23K,"R. Oudin, RM"
2465,R. Oxford,20,England,FC Augsburg,67,79,€1.3M,€5K,CB,2023,69,33,52,55,66,69,Bundesliga,Germany,Defender,1.3M,5K,"R. Oxford, CB"
2466,R. Özcan,35,Austria,Bayer 04 Leverkusen,75,75,€1.8M,€23K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1.8M,23K,"R. Özcan, GK"
2467,R. Palacio,37,Argentina,Bologna,76,76,€2.8M,€25K,ST,2020,74,71,72,82,46,65,Serie A,Italy,Forward,2.8M,25K,"R. Palacio, ST"
2468,R. Pereyra,28,Argentina,Watford,80,80,€15M,€78K,LM,2021,75,73,79,83,61,67,Premier League,UK,Midfielder,15M,78K,"R. Pereyra, LM"
2469,R. Perraud,21,France,Stade Brestois 29,73,80,€5M,€10K,LB,2023,74,66,68,72,72,69,Ligue 1,France,Defender,5M,10K,"R. Perraud, LB"
2470,R. Philippe,18,France,Dijon FCO,59,77,€325K,€1K,ST,2020,57,61,46,55,22,54,Ligue 1,France,Forward,325K,1K,"R. Philippe, ST"
2471,R. Piccoli,18,Italy,Atalanta,64,85,€1M,€5K,ST,2023,55,63,47,57,34,63,Serie A,Italy,Forward,1M,5K,"R. Piccoli, ST"
2472,R. Pierre-Gabriel,21,France,1. FSV Mainz 05,70,80,€2.6M,€10K,RB,2024,77,48,59,69,67,69,Bundesliga,Germany,Defender,2.6M,10K,"R. Pierre-Gabriel, RB"
2473,R. Quaison,25,Sweden,1. FSV Mainz 05,75,78,€8.5M,€26K,CF,2021,77,73,69,78,51,70,Bundesliga,Germany,Forward,8.5M,26K,"R. Quaison, CF"
2474,R. Rivas,20,Honduras,Inter,64,73,€700K,€9K,RM,2022,80,59,59,67,29,48,Serie A,Italy,Midfielder,700K,9K,"R. Rivas, RM"
2475,R. Rodríguez,26,Switzerland,Milan,80,83,€16M,€42K,LB,2021,70,67,79,76,78,74,Serie A,Italy,Defender,16M,42K,"R. Rodríguez, LB"
2476,R. Rosales,30,Venezuela,CD Leganes,76,76,€6M,€26K,RB,2021,71,64,70,74,75,67,La Liga,Spain,Defender,6M,26K,"R. Rosales, RB"
2477,R. Rúnarsson,24,Iceland,Dijon FCO,70,78,€2M,€5K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,2M,5K,"R. Rúnarsson, GK"
2478,R. Saïss,29,Morocco,Wolverhampton Wanderers,77,77,€7.5M,€68K,CDM,2021,62,53,70,69,76,74,Premier League,UK,Midfielder,7.5M,68K,"R. Saïss, CDM"
2479,R. Salin,34,France,Stade Rennais FC,74,74,€2.5M,€25K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,2.5M,25K,"R. Salin, GK"
2480,R. Sallai,22,Hungary,SC Freiburg,72,79,€4.4M,€15K,LM,2022,74,67,67,74,37,58,Bundesliga,Germany,Midfielder,4.4M,15K,"R. Sallai, LM"
2481,R. Saponara,27,Italy,Genoa,77,77,€9.5M,€19K,CAM,2020,68,67,77,80,43,61,Serie A,Italy,Midfielder,9.5M,19K,"R. Saponara, CAM"
2482,R. Sessegnon,19,England,Tottenham Hotspur,75,86,€11M,€38K,LM,2025,87,67,68,75,64,62,Premier League,UK,Midfielder,11M,38K,"R. Sessegnon, LM"
2483,R. Skov,23,Denmark,TSG 1899 Hoffenheim,75,82,€9.5M,€29K,RW,2024,82,77,73,75,46,72,Bundesliga,Germany,Forward,9.5M,29K,"R. Skov, RW"
2484,R. Snodgrass,31,Scotland,West Ham United,76,76,€7M,€66K,RM,2021,61,74,77,76,47,71,Premier League,UK,Midfielder,7M,66K,"R. Snodgrass, RM"
2485,R. Soriano,28,Italy,Bologna,78,78,€10.5M,€36K,CAM,2023,71,74,77,79,67,68,Serie A,Italy,Midfielder,10.5M,36K,"R. Soriano, CAM"
2486,R. Sottil,20,Italy,Fiorentina,64,78,€1M,€9K,LW,2022,73,60,55,68,33,45,Serie A,Italy,Forward,1M,9K,"R. Sottil, LW"
2487,R. Stearman,31,England,Sheffield United,69,69,€775K,€14K,CB,2020,47,38,47,47,68,70,Premier League,UK,Defender,775K,14K,"R. Stearman, CB"
2488,R. Steffen,27,Switzerland,VfL Wolfsburg,76,76,€8M,€43K,RW,2021,85,72,73,79,41,65,Bundesliga,Germany,Forward,8M,43K,"R. Steffen, RW"
2489,R. Sterling,24,England,Manchester City,88,90,€73M,€255K,RW,2023,93,79,78,89,45,57,Premier League,UK,Forward,73M,255K,"R. Sterling, RW"
2490,R. Thomas,31,France,Angers SCO,75,75,€4.9M,€20K,CB,2022,45,33,53,47,76,72,Ligue 1,France,Defender,4.9M,20K,"R. Thomas, CB"
2491,R. Tsonev,24,Bulgaria,Lecce,56,61,€120K,€3K,CM,2021,62,41,54,56,48,52,Serie A,Italy,Midfielder,120K,3K,"R. Tsonev, CM"
2492,R. Varane,26,France,Real Madrid,85,90,€45M,€205K,CB,2022,83,45,62,63,85,80,La Liga,Spain,Defender,45M,205K,"R. Varane, CB"
2493,R. Vargas,20,Switzerland,FC Augsburg,70,85,€3.9M,€10K,RM,2024,80,65,64,71,53,63,Bundesliga,Germany,Midfielder,3.9M,10K,"R. Vargas, RM"
2494,R. Vodišek,20,Slovenia,Genoa,66,79,€1M,€2K,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,1M,2K,"R. Vodišek, GK"
2495,R. Walter,24,France,OGC Nice,73,78,€5.5M,€21K,CM,2020,66,61,72,73,66,66,Ligue 1,France,Midfielder,5.5M,21K,"R. Walter, CM"
2496,R. Wolf,31,Germany,Fortuna Dusseldorf,72,72,€2M,€15K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,2M,15K,"R. Wolf, GK"
2497,R. Zentner,24,Germany,1. FSV Mainz 05,73,79,€4.1M,€13K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,4.1M,13K,"R. Zentner, GK"
2498,R. Žulj,27,Austria,TSG 1899 Hoffenheim,72,73,€3.6M,€23K,CAM,2020,53,72,71,73,35,68,Bundesliga,Germany,Midfielder,3.6M,23K,"R. Žulj, CAM"
2499,Rafa Navarro,25,Spain,Deportivo Alaves,70,75,€2.1M,€11K,RB,2021,76,44,60,66,66,48,La Liga,Spain,Defender,2.1M,11K,"Rafa Navarro, RB"
2500,Rafael,28,Brazil,Olympique Lyonnais,78,78,€9M,€61K,RB,2021,79,60,74,79,75,78,Ligue 1,France,Defender,9M,61K,"Rafael, RB"
2501,Rafael,37,Brazil,Cagliari,75,75,€675K,€14K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,675K,14K,"Rafael, GK"
2502,Rafael Leão,20,Portugal,Milan,75,86,€11.5M,€27K,ST,2024,87,72,64,75,27,71,Serie A,Italy,Forward,11.5M,27K,"Rafael Leão, ST"
2503,Rafael Tolói,28,Brazil,Atalanta,78,80,€10.5M,€50K,CB,2020,64,47,58,62,80,67,Serie A,Italy,Defender,10.5M,50K,"Rafael Tolói, CB"
2504,Raffael,34,Brazil,Borussia Monchengladbach,78,78,€5.5M,€33K,CF,2020,62,76,80,84,44,62,Bundesliga,Germany,Forward,5.5M,33K,"Raffael, CF"
2505,Rafinha,26,Brazil,FC Barcelona,81,84,€22M,€160K,CAM,2020,67,76,79,84,68,60,La Liga,Spain,Midfielder,22M,160K,"Rafinha, CAM"
2506,Raillo,27,Spain,RCD Mallorca,73,75,€4.2M,€18K,CB,2021,58,36,53,54,73,77,La Liga,Spain,Defender,4.2M,18K,"Raillo, CB"
2507,Raúl Albiol,33,Spain,Villarreal CF,83,83,€12M,€45K,CB,2022,48,41,61,63,86,72,La Liga,Spain,Defender,12M,45K,"Raúl Albiol, CB"
2508,Raul García,30,Spain,Getafe CF,73,73,€3.2M,€17K,LB,2022,69,62,71,68,68,76,La Liga,Spain,Defender,3.2M,17K,"Raul García, LB"
2509,Raúl García,32,Spain,Athletic Club de Bilbao,80,80,€11.5M,€30K,CAM,2021,47,82,80,77,72,81,La Liga,Spain,Midfielder,11.5M,30K,"Raúl García, CAM"
2510,Raúl Navas,31,Spain,CA Osasuna,76,76,€5.5M,€27K,CB,2020,37,45,58,46,77,65,La Liga,Spain,Defender,5.5M,27K,"Raúl Navas, CB"
2511,Raúl Prada,18,Spain,RCD Mallorca,58,81,€270K,€1K,CB,2020,63,28,38,43,59,62,La Liga,Spain,Defender,270K,1K,"Raúl Prada, CB"
2512,Raúl Sánchez,21,Spain,CD Leganes,59,70,€270K,€3K,LM,2021,60,56,57,61,33,51,La Liga,Spain,Midfielder,270K,3K,"Raúl Sánchez, LM"
2513,Recio,28,Spain,CD Leganes,75,75,€6.5M,€28K,CM,2022,40,67,73,72,72,71,La Liga,Spain,Midfielder,6.5M,28K,"Recio, CM"
2514,Reguilón,22,Spain,Sevilla FC,77,85,€11.5M,€14K,LB,2020,78,50,71,74,75,69,La Liga,Spain,Defender,11.5M,14K,"Reguilón, LB"
2515,Reinildo,25,Mozambique,LOSC Lille,70,75,€2.1M,€17K,LB,2022,75,52,59,70,67,68,Ligue 1,France,Defender,2.1M,17K,"Reinildo, LB"
2516,Renan Lodi,21,Brazil,Atletico Madrid,77,85,€12M,€31K,LB,2025,84,66,75,79,72,73,La Liga,Spain,Defender,12M,31K,"Renan Lodi, LB"
2517,Renato Sanches,21,Portugal,FC Bayern Munchen,75,84,€10M,€51K,CM,2021,76,72,69,77,70,82,Bundesliga,Germany,Midfielder,10M,51K,"Renato Sanches, CM"
2518,Ricardo Pereira,25,Portugal,Leicester City,82,84,€23.5M,€89K,RB,2023,86,64,77,81,79,73,Premier League,UK,Defender,23.5M,89K,"Ricardo Pereira, RB"
2519,Richarlison,22,Brazil,Everton,79,84,€17M,€72K,RM,2023,84,77,72,81,45,79,Premier League,UK,Midfielder,17M,72K,"Richarlison, RM"
